Payment_Type,Amount,Vendor_Type,PAN_Available,TDS_Section,TDS_Rate,TDS_Amount
Salary,430690,Employee,No,192,20,86138.0
Contractor,443268,Company,No,194C,20,88653.6
Contractor,190195,Company,No,194C,20,38039.0
Professional,153793,Company,No,194J,20,30758.6
Professional,324144,Individual,No,194J,20,64828.8
Interest,124645,Company,Yes,194A,10,12464.5
Professional,125640,Company,Yes,194J,10,12564.0
Professional,294402,Company,No,194J,20,58880.4
Contractor,82921,Individual,No,194C,20,16584.2
Contractor,186420,Company,No,194C,20,37284.0
Contractor,41242,Individual,Yes,194C,2,824.84
Contractor,457756,Company,No,194C,20,91551.2
Interest,196589,Company,Yes,194A,10,19658.9
Professional,405249,Company,Yes,194J,10,40524.9
Professional,497993,Company,No,194J,20,99598.6
Contractor,479565,Individual,No,194C,20,95913.0
Salary,175676,Employee,No,192,20,35135.2
Salary,54758,Employee,No,192,20,10951.6
Interest,335264,Company,Yes,194A,10,33526.4
Salary,310471,Employee,No,192,20,62094.2
Interest,465923,Individual,Yes,194A,10,46592.3
Interest,178840,Company,No,194A,20,35768.0
Contractor,37674,Individual,Yes,194C,2,753.48
Rent,355994,Company,No,194I,20,71198.8
Rent,469884,Individual,No,194I,20,93976.8
Salary,97281,Employee,No,192,20,19456.2
Salary,385778,Employee,Yes,192,10,38577.8
Salary,205944,Employee,No,192,20,41188.8
Interest,58246,Individual,No,194A,20,11649.2
Interest,34447,Company,Yes,194A,10,3444.7
Salary,276956,Employee,No,192,20,55391.2
Rent,56188,Individual,No,194I,20,11237.6
Rent,74620,Individual,No,194I,20,14924.0
Interest,439104,Company,Yes,194A,10,43910.4
Interest,89922,Company,Yes,194A,10,8992.2
Contractor,321813,Company,Yes,194C,2,6436.26
Rent,226495,Company,Yes,194I,10,22649.5
Interest,90019,Company,No,194A,20,18003.8
Contractor,119464,Individual,No,194C,20,23892.8
Salary,201780,Employee,No,192,20,40356.0
Professional,412743,Individual,No,194J,20,82548.6
Professional,360699,Individual,Yes,194J,10,36069.9
Salary,263132,Employee,No,192,20,52626.4
Contractor,411676,Company,Yes,194C,1,4116.76
Contractor,403476,Company,Yes,194C,2,8069.52
Interest,355191,Company,Yes,194A,10,35519.1
Salary,363532,Employee,Yes,192,20,72706.4
Professional,218906,Individual,Yes,194J,10,21890.6
Salary,216885,Employee,No,192,20,43377.0
Professional,47729,Company,No,194J,20,9545.8
Professional,328323,Individual,Yes,194J,10,32832.3
Professional,179344,Individual,Yes,194J,10,17934.4
Professional,84658,Individual,No,194J,20,16931.6
Salary,354854,Employee,No,192,20,70970.8
Professional,238955,Individual,No,194J,20,47791.0
Interest,205077,Individual,No,194A,20,41015.4
Rent,124590,Individual,Yes,194I,10,12459.0
Salary,99941,Employee,No,192,20,19988.2
Salary,231683,Employee,Yes,192,30,69504.9
Salary,24026,Employee,Yes,192,20,4805.2
Rent,475804,Individual,No,194I,20,95160.8
Interest,79495,Company,No,194A,20,15899.0
Salary,193817,Employee,Yes,192,5,9690.85
Professional,271317,Company,Yes,194J,10,27131.7
Contractor,110255,Company,No,194C,20,22051.0
Salary,453261,Employee,No,192,20,90652.2
Contractor,230888,Company,Yes,194C,1,2308.88
Contractor,183246,Individual,No,194C,20,36649.2
Salary,401058,Employee,No,192,20,80211.6
Contractor,393491,Individual,No,194C,20,78698.2
Professional,353262,Company,No,194J,20,70652.4
Rent,302134,Company,Yes,194I,10,30213.4
Interest,252514,Company,Yes,194A,10,25251.4
Interest,223750,Individual,No,194A,20,44750.0
Interest,376452,Individual,Yes,194A,10,37645.2
Professional,433434,Company,No,194J,20,86686.8
Professional,459205,Company,No,194J,20,91841.0
Rent,451877,Individual,Yes,194I,10,45187.7
Contractor,162969,Company,Yes,194C,2,3259.38
Interest,398892,Individual,No,194A,20,79778.4
Interest,263487,Individual,No,194A,20,52697.4
Rent,93843,Individual,No,194I,20,18768.6
Interest,332219,Company,No,194A,20,66443.8
Professional,465139,Company,No,194J,20,93027.8
Contractor,67286,Individual,No,194C,20,13457.2
Professional,438455,Company,No,194J,20,87691.0
Rent,178186,Company,Yes,194I,10,17818.6
Interest,231675,Company,Yes,194A,10,23167.5
Salary,416336,Employee,No,192,20,83267.2
Professional,109616,Company,Yes,194J,10,10961.6
Rent,85305,Company,Yes,194I,10,8530.5
Salary,120946,Employee,Yes,192,20,24189.2
Professional,414253,Company,Yes,194J,10,41425.3
Professional,300200,Company,No,194J,20,60040.0
Rent,395370,Company,Yes,194I,10,39537.0
Salary,63580,Employee,No,192,20,12716.0
Salary,233259,Employee,Yes,192,20,46651.8
Rent,225590,Individual,No,194I,20,45118.0
Interest,101599,Company,No,194A,20,20319.8
Professional,57527,Individual,No,194J,20,11505.4
Salary,275161,Employee,Yes,192,5,13758.05
Salary,122989,Employee,No,192,20,24597.8
Salary,442002,Employee,Yes,192,10,44200.2
Contractor,324071,Company,Yes,194C,2,6481.42
Contractor,71638,Individual,No,194C,20,14327.6
Interest,455786,Individual,No,194A,20,91157.2
Contractor,214941,Company,Yes,194C,2,4298.82
Salary,130773,Employee,Yes,192,10,13077.3
Rent,360591,Individual,Yes,194I,10,36059.1
Professional,156295,Individual,No,194J,20,31259.0
Rent,145666,Individual,No,194I,20,29133.2
Contractor,264910,Individual,No,194C,20,52982.0
Salary,184761,Employee,Yes,192,20,36952.2
Rent,424374,Company,No,194I,20,84874.8
Professional,190686,Company,No,194J,20,38137.2
Rent,108590,Company,No,194I,20,21718.0
Professional,276605,Individual,Yes,194J,10,27660.5
Interest,223320,Individual,No,194A,20,44664.0
Contractor,399995,Company,No,194C,20,79999.0
Professional,256787,Company,Yes,194J,10,25678.7
Contractor,316269,Company,No,194C,20,63253.8
Contractor,485321,Company,No,194C,20,97064.2
Professional,473323,Company,Yes,194J,10,47332.3
Interest,231385,Company,Yes,194A,10,23138.5
Contractor,79829,Individual,No,194C,20,15965.8
Rent,47676,Individual,Yes,194I,10,4767.6
Rent,293474,Company,Yes,194I,10,29347.4
Interest,323488,Individual,No,194A,20,64697.6
Professional,431162,Individual,Yes,194J,10,43116.2
Rent,34370,Individual,Yes,194I,10,3437.0
Rent,333920,Company,No,194I,20,66784.0
Professional,314047,Individual,No,194J,20,62809.4
Contractor,40990,Company,Yes,194C,1,409.9
Contractor,341568,Individual,No,194C,20,68313.6
Interest,349700,Individual,Yes,194A,10,34970.0
Salary,140095,Employee,No,192,20,28019.0
Interest,62229,Individual,No,194A,20,12445.8
Salary,155346,Employee,Yes,192,10,15534.6
Interest,305789,Individual,Yes,194A,10,30578.9
Interest,459349,Individual,Yes,194A,10,45934.9
Rent,173162,Company,No,194I,20,34632.4
Salary,451214,Employee,No,192,20,90242.8
Rent,366587,Individual,Yes,194I,10,36658.7
Contractor,486683,Company,No,194C,20,97336.6
Salary,80305,Employee,Yes,192,20,16061.0
Contractor,218332,Company,Yes,194C,2,4366.64
Rent,85082,Individual,No,194I,20,17016.4
Professional,85613,Individual,Yes,194J,10,8561.3
Professional,450164,Company,No,194J,20,90032.8
Rent,418527,Individual,No,194I,20,83705.4
Professional,498780,Company,No,194J,20,99756.0
Rent,483332,Company,Yes,194I,10,48333.2
Rent,46122,Company,No,194I,20,9224.4
Interest,402528,Individual,Yes,194A,10,40252.8
Salary,379459,Employee,Yes,192,20,75891.8
Contractor,274977,Company,Yes,194C,1,2749.77
Interest,364036,Individual,No,194A,20,72807.2
Interest,424873,Company,Yes,194A,10,42487.3
Interest,167137,Company,No,194A,20,33427.4
Rent,130132,Individual,No,194I,20,26026.4
Interest,403236,Company,Yes,194A,10,40323.6
Contractor,341284,Company,Yes,194C,2,6825.68
Professional,135500,Company,Yes,194J,10,13550.0
Salary,30486,Employee,No,192,20,6097.2
Interest,327281,Individual,Yes,194A,10,32728.1
Salary,473175,Employee,No,192,20,94635.0
Interest,164770,Company,No,194A,20,32954.0
Professional,152454,Individual,Yes,194J,10,15245.4
Contractor,210827,Company,Yes,194C,1,2108.27
Rent,135497,Individual,Yes,194I,10,13549.7
Salary,130812,Employee,Yes,192,10,13081.2
Professional,295168,Company,Yes,194J,10,29516.8
Interest,230613,Individual,No,194A,20,46122.6
Rent,472636,Individual,Yes,194I,10,47263.6
Professional,456219,Company,Yes,194J,10,45621.9
Contractor,306281,Individual,Yes,194C,1,3062.81
Professional,483506,Company,Yes,194J,10,48350.6
Rent,60694,Individual,No,194I,20,12138.8
Professional,253765,Company,No,194J,20,50753.0
Rent,448353,Individual,No,194I,20,89670.6
Contractor,204790,Company,Yes,194C,1,2047.9
Salary,496224,Employee,No,192,20,99244.8
Professional,445205,Company,No,194J,20,89041.0
Contractor,437619,Company,No,194C,20,87523.8
Professional,43318,Company,No,194J,20,8663.6
Salary,283285,Employee,Yes,192,20,56657.0
Salary,25123,Employee,No,192,20,5024.6
Rent,177207,Company,Yes,194I,10,17720.7
Interest,32966,Individual,Yes,194A,10,3296.6
Contractor,316615,Company,Yes,194C,1,3166.15
Interest,29859,Company,No,194A,20,5971.8
Interest,206372,Individual,Yes,194A,10,20637.2
Professional,86744,Company,Yes,194J,10,8674.4
Salary,307509,Employee,No,192,20,61501.8
Rent,444610,Company,No,194I,20,88922.0
Interest,259675,Company,Yes,194A,10,25967.5
Professional,156769,Company,No,194J,20,31353.8
Professional,359879,Individual,No,194J,20,71975.8
Interest,235319,Company,Yes,194A,10,23531.9
Salary,183416,Employee,Yes,192,10,18341.6
Salary,212370,Employee,No,192,20,42474.0
Professional,322972,Individual,Yes,194J,10,32297.2
Interest,88181,Company,Yes,194A,10,8818.1
Professional,65631,Company,Yes,194J,10,6563.1
Professional,117292,Company,Yes,194J,10,11729.2
Salary,46398,Employee,Yes,192,30,13919.4
Contractor,364556,Company,No,194C,20,72911.2
Contractor,140971,Individual,No,194C,20,28194.2
Interest,21202,Individual,Yes,194A,10,2120.2
Interest,419465,Company,Yes,194A,10,41946.5
Interest,368095,Company,Yes,194A,10,36809.5
Rent,54527,Company,No,194I,20,10905.4
Contractor,124001,Individual,Yes,194C,2,2480.02
Contractor,337499,Individual,Yes,194C,1,3374.99
Interest,23748,Company,Yes,194A,10,2374.8
Professional,378161,Individual,No,194J,20,75632.2
Salary,287588,Employee,Yes,192,20,57517.6
Salary,159051,Employee,Yes,192,30,47715.3
Interest,58055,Individual,Yes,194A,10,5805.5
Salary,474899,Employee,Yes,192,5,23744.95
Interest,182788,Company,No,194A,20,36557.6
Salary,281313,Employee,Yes,192,10,28131.3
Rent,177730,Individual,Yes,194I,10,17773.0
Rent,286980,Company,Yes,194I,10,28698.0
Interest,247261,Individual,Yes,194A,10,24726.1
Rent,85337,Individual,Yes,194I,10,8533.7
Professional,189628,Company,Yes,194J,10,18962.8
Salary,77335,Employee,No,192,20,15467.0
Rent,49097,Company,Yes,194I,10,4909.7
Interest,95111,Individual,No,194A,20,19022.2
Contractor,493695,Company,Yes,194C,1,4936.95
Contractor,300267,Individual,Yes,194C,1,3002.67
Contractor,486710,Company,Yes,194C,2,9734.2
Interest,336987,Individual,No,194A,20,67397.4
Interest,277554,Individual,Yes,194A,10,27755.4
Contractor,169212,Company,Yes,194C,2,3384.24
Rent,459893,Individual,No,194I,20,91978.6
Salary,286287,Employee,No,192,20,57257.4
Contractor,455799,Company,Yes,194C,1,4557.99
Rent,327490,Individual,No,194I,20,65498.0
Interest,36231,Company,No,194A,20,7246.2
Contractor,376298,Individual,No,194C,20,75259.6
Interest,319860,Individual,Yes,194A,10,31986.0
Rent,28875,Individual,Yes,194I,10,2887.5
Salary,325790,Employee,No,192,20,65158.0
Contractor,444397,Company,No,194C,20,88879.4
Salary,152995,Employee,Yes,192,20,30599.0
Salary,366639,Employee,No,192,20,73327.8
Rent,228285,Company,No,194I,20,45657.0
Contractor,479371,Individual,No,194C,20,95874.2
Interest,153155,Individual,Yes,194A,10,15315.5
Rent,222697,Company,Yes,194I,10,22269.7
Interest,342461,Individual,Yes,194A,10,34246.1
Rent,476870,Company,No,194I,20,95374.0
Rent,440435,Company,No,194I,20,88087.0
Professional,490478,Company,No,194J,20,98095.6
Contractor,376085,Company,Yes,194C,1,3760.85
Contractor,128173,Company,No,194C,20,25634.6
Rent,423182,Company,No,194I,20,84636.4
Rent,392932,Individual,Yes,194I,10,39293.2
Rent,279087,Company,No,194I,20,55817.4
Rent,131983,Individual,No,194I,20,26396.6
Rent,303436,Company,Yes,194I,10,30343.6
Professional,227627,Company,Yes,194J,10,22762.7
Interest,42524,Individual,No,194A,20,8504.8
Interest,101880,Company,Yes,194A,10,10188.0
Professional,131428,Individual,No,194J,20,26285.6
Professional,401252,Company,No,194J,20,80250.4
Salary,194846,Employee,No,192,20,38969.2
Professional,191438,Company,Yes,194J,10,19143.8
Salary,436036,Employee,Yes,192,30,130810.8
Interest,136528,Individual,No,194A,20,27305.6
Professional,482997,Company,Yes,194J,10,48299.7
Rent,296973,Company,No,194I,20,59394.6
Rent,89137,Individual,Yes,194I,10,8913.7
Rent,39408,Company,No,194I,20,7881.6
Rent,96154,Individual,Yes,194I,10,9615.4
Contractor,233957,Individual,No,194C,20,46791.4
Professional,233639,Individual,No,194J,20,46727.8
Interest,415762,Company,No,194A,20,83152.4
Salary,391663,Employee,No,192,20,78332.6
Rent,239347,Company,Yes,194I,10,23934.7
Salary,177036,Employee,No,192,20,35407.2
Professional,126495,Individual,No,194J,20,25299.0
Salary,342798,Employee,Yes,192,20,68559.6
Contractor,316649,Individual,No,194C,20,63329.8
Interest,167080,Company,Yes,194A,10,16708.0
Contractor,429442,Company,Yes,194C,1,4294.42
Rent,217594,Individual,Yes,194I,10,21759.4
Contractor,133929,Individual,No,194C,20,26785.8
Interest,490896,Company,Yes,194A,10,49089.6
Contractor,380403,Company,No,194C,20,76080.6
Professional,316213,Company,Yes,194J,10,31621.3
Interest,146656,Company,No,194A,20,29331.2
Contractor,90433,Individual,No,194C,20,18086.6
Rent,137817,Individual,Yes,194I,10,13781.7
Rent,129481,Company,Yes,194I,10,12948.1
Professional,121436,Individual,Yes,194J,10,12143.6
Interest,346545,Individual,No,194A,20,69309.0
Interest,358136,Individual,No,194A,20,71627.2
Professional,76379,Company,Yes,194J,10,7637.9
Salary,476626,Employee,No,192,20,95325.2
Professional,337595,Company,Yes,194J,10,33759.5
Salary,432178,Employee,No,192,20,86435.6
Professional,337366,Individual,Yes,194J,10,33736.6
Contractor,34790,Company,No,194C,20,6958.0
Contractor,497924,Company,No,194C,20,99584.8
Salary,271534,Employee,Yes,192,5,13576.7
Salary,317445,Employee,Yes,192,10,31744.5
Contractor,367271,Individual,No,194C,20,73454.2
Salary,38565,Employee,Yes,192,10,3856.5
Interest,384565,Individual,No,194A,20,76913.0
Contractor,426482,Company,Yes,194C,1,4264.82
Interest,424679,Company,Yes,194A,10,42467.9
Professional,177589,Individual,Yes,194J,10,17758.9
Rent,287799,Company,Yes,194I,10,28779.9
Interest,437938,Individual,No,194A,20,87587.6
Contractor,23220,Company,No,194C,20,4644.0
Interest,351885,Individual,No,194A,20,70377.0
Contractor,61593,Individual,Yes,194C,2,1231.86
Interest,338491,Individual,Yes,194A,10,33849.1
Professional,279962,Individual,No,194J,20,55992.4
Salary,210897,Employee,Yes,192,30,63269.1
Salary,165109,Employee,Yes,192,5,8255.45
Rent,47570,Company,Yes,194I,10,4757.0
Salary,200474,Employee,Yes,192,20,40094.8
Professional,365145,Individual,No,194J,20,73029.0
Rent,421051,Company,No,194I,20,84210.2
Contractor,48325,Individual,Yes,194C,2,966.5
Contractor,160508,Individual,No,194C,20,32101.6
Interest,36497,Company,No,194A,20,7299.4
Interest,329910,Individual,No,194A,20,65982.0
Rent,22754,Company,Yes,194I,10,2275.4
Contractor,118573,Company,Yes,194C,2,2371.46
Professional,305394,Individual,No,194J,20,61078.8
Contractor,50223,Company,No,194C,20,10044.6
Interest,57161,Company,Yes,194A,10,5716.1
Salary,416715,Employee,No,192,20,83343.0
Salary,183744,Employee,Yes,192,10,18374.4
Contractor,445655,Company,Yes,194C,2,8913.1
Rent,48293,Company,No,194I,20,9658.6
Interest,118354,Individual,Yes,194A,10,11835.4
Contractor,157003,Individual,No,194C,20,31400.6
Interest,126651,Individual,Yes,194A,10,12665.1
Interest,311050,Company,No,194A,20,62210.0
Rent,146568,Company,Yes,194I,10,14656.8
Professional,134964,Company,Yes,194J,10,13496.4
Contractor,493207,Company,Yes,194C,1,4932.07
Interest,391364,Individual,Yes,194A,10,39136.4
Salary,239045,Employee,No,192,20,47809.0
Contractor,213071,Individual,Yes,194C,2,4261.42
Rent,235200,Company,Yes,194I,10,23520.0
Contractor,23041,Individual,No,194C,20,4608.2
Interest,285415,Individual,Yes,194A,10,28541.5
Rent,115973,Company,No,194I,20,23194.6
Professional,302674,Company,No,194J,20,60534.8
Contractor,475879,Company,Yes,194C,1,4758.79
Professional,103018,Individual,Yes,194J,10,10301.8
Salary,168617,Employee,Yes,192,20,33723.4
Contractor,173017,Company,Yes,194C,2,3460.34
Rent,232534,Individual,Yes,194I,10,23253.4
Contractor,356824,Company,No,194C,20,71364.8
Professional,306570,Individual,No,194J,20,61314.0
Interest,215828,Individual,Yes,194A,10,21582.8
Professional,34408,Individual,Yes,194J,10,3440.8
Professional,260083,Individual,Yes,194J,10,26008.3
Professional,149882,Company,Yes,194J,10,14988.2
Contractor,336419,Company,No,194C,20,67283.8
Contractor,476952,Company,Yes,194C,1,4769.52
Rent,288907,Company,No,194I,20,57781.4
Interest,412169,Individual,No,194A,20,82433.8
Rent,388878,Company,No,194I,20,77775.6
Professional,122369,Company,No,194J,20,24473.8
Professional,76197,Individual,No,194J,20,15239.4
Contractor,316915,Company,No,194C,20,63383.0
Professional,133460,Individual,Yes,194J,10,13346.0
Salary,447026,Employee,Yes,192,30,134107.8
Professional,363470,Individual,No,194J,20,72694.0
Contractor,181177,Company,Yes,194C,2,3623.54
Interest,355181,Company,No,194A,20,71036.2
Rent,76624,Company,Yes,194I,10,7662.4
Interest,405142,Company,No,194A,20,81028.4
Salary,259777,Employee,Yes,192,20,51955.4
Rent,308132,Individual,No,194I,20,61626.4
Professional,179864,Individual,Yes,194J,10,17986.4
Rent,225547,Individual,No,194I,20,45109.4
Interest,468651,Company,Yes,194A,10,46865.1
Salary,119273,Employee,Yes,192,10,11927.3
Interest,24048,Company,No,194A,20,4809.6
Professional,422800,Company,Yes,194J,10,42280.0
Professional,205509,Individual,No,194J,20,41101.8
Contractor,407785,Company,No,194C,20,81557.0
Salary,465312,Employee,Yes,192,10,46531.2
Rent,123734,Individual,Yes,194I,10,12373.4
Salary,208574,Employee,No,192,20,41714.8
Contractor,495537,Company,No,194C,20,99107.4
Salary,241744,Employee,Yes,192,30,72523.2
Salary,332007,Employee,Yes,192,5,16600.35
Salary,197272,Employee,No,192,20,39454.4
Salary,181803,Employee,No,192,20,36360.6
Salary,183762,Employee,Yes,192,30,55128.6
Salary,332596,Employee,Yes,192,5,16629.8
Contractor,369629,Company,Yes,194C,2,7392.58
Contractor,112462,Company,Yes,194C,1,1124.62
Interest,349594,Company,Yes,194A,10,34959.4
Professional,176998,Company,Yes,194J,10,17699.8
Interest,355076,Individual,No,194A,20,71015.2
Professional,421867,Company,Yes,194J,10,42186.7
Contractor,245749,Individual,Yes,194C,1,2457.49
Salary,66055,Employee,Yes,192,20,13211.0
Salary,146544,Employee,No,192,20,29308.8
Interest,240595,Individual,Yes,194A,10,24059.5
Contractor,134846,Individual,No,194C,20,26969.2
Interest,443247,Company,Yes,194A,10,44324.7
Contractor,344633,Company,No,194C,20,68926.6
Professional,184913,Company,Yes,194J,10,18491.3
Salary,437560,Employee,No,192,20,87512.0
Interest,410752,Company,No,194A,20,82150.4
Interest,464313,Company,Yes,194A,10,46431.3
Professional,276558,Individual,Yes,194J,10,27655.8
Salary,488837,Employee,Yes,192,10,48883.7
Contractor,267251,Individual,Yes,194C,1,2672.51
Salary,207840,Employee,Yes,192,30,62352.0
Interest,382206,Individual,No,194A,20,76441.2
Interest,45260,Individual,Yes,194A,10,4526.0
Contractor,110377,Individual,No,194C,20,22075.4
Rent,402521,Company,Yes,194I,10,40252.1
Professional,36618,Individual,Yes,194J,10,3661.8
Rent,465642,Individual,Yes,194I,10,46564.2
Salary,444952,Employee,No,192,20,88990.4
Interest,497523,Company,Yes,194A,10,49752.3
Contractor,344486,Company,No,194C,20,68897.2
Salary,323561,Employee,No,192,20,64712.2
Salary,437646,Employee,No,192,20,87529.2
Rent,394782,Individual,No,194I,20,78956.4
Rent,181495,Company,Yes,194I,10,18149.5
Interest,129949,Company,Yes,194A,10,12994.9
Contractor,217491,Individual,No,194C,20,43498.2
Interest,352173,Company,No,194A,20,70434.6
Rent,293621,Company,No,194I,20,58724.2
Salary,335875,Employee,No,192,20,67175.0
Contractor,415111,Company,Yes,194C,2,8302.22
Interest,297451,Company,No,194A,20,59490.2
Professional,458630,Company,Yes,194J,10,45863.0
Rent,465924,Individual,No,194I,20,93184.8
Salary,202278,Employee,Yes,192,5,10113.9
Contractor,415128,Individual,No,194C,20,83025.6
Professional,84035,Individual,No,194J,20,16807.0
Interest,427905,Company,No,194A,20,85581.0
Interest,287593,Company,No,194A,20,57518.6
Contractor,349992,Company,No,194C,20,69998.4
Contractor,77373,Company,No,194C,20,15474.6
Professional,60260,Company,No,194J,20,12052.0
Salary,233183,Employee,No,192,20,46636.6
Interest,55535,Individual,No,194A,20,11107.0
Rent,161424,Company,Yes,194I,10,16142.4
Salary,259300,Employee,Yes,192,10,25930.0
Rent,375112,Company,Yes,194I,10,37511.2
Professional,54810,Individual,Yes,194J,10,5481.0
Interest,78292,Individual,No,194A,20,15658.4
Professional,378166,Company,Yes,194J,10,37816.6
Rent,392621,Company,No,194I,20,78524.2
Professional,103748,Individual,Yes,194J,10,10374.8
Professional,421385,Company,Yes,194J,10,42138.5
Rent,239078,Individual,No,194I,20,47815.6
Salary,202368,Employee,No,192,20,40473.6
Professional,407079,Company,Yes,194J,10,40707.9
Contractor,479360,Company,No,194C,20,95872.0
Rent,179303,Individual,No,194I,20,35860.6
Contractor,162219,Company,Yes,194C,2,3244.38
Salary,386783,Employee,No,192,20,77356.6
Rent,337389,Company,No,194I,20,67477.8
Interest,445208,Company,No,194A,20,89041.6
Rent,21922,Individual,No,194I,20,4384.4
Contractor,281710,Company,Yes,194C,2,5634.2
Interest,296614,Company,No,194A,20,59322.8
Professional,50531,Individual,No,194J,20,10106.2
Rent,22043,Individual,No,194I,20,4408.6
Rent,257613,Individual,Yes,194I,10,25761.3
Contractor,207370,Individual,Yes,194C,2,4147.4
Salary,235884,Employee,Yes,192,30,70765.2
Salary,259509,Employee,Yes,192,30,77852.7
Professional,89659,Company,Yes,194J,10,8965.9
Salary,60413,Employee,Yes,192,5,3020.65
Salary,465873,Employee,Yes,192,10,46587.3
Rent,73520,Individual,Yes,194I,10,7352.0
Rent,164570,Individual,No,194I,20,32914.0
Contractor,425305,Individual,No,194C,20,85061.0
Rent,457954,Company,Yes,194I,10,45795.4
Rent,91154,Company,No,194I,20,18230.8
Interest,171993,Company,No,194A,20,34398.6
Professional,31895,Individual,Yes,194J,10,3189.5
Salary,112946,Employee,Yes,192,20,22589.2
Salary,213180,Employee,No,192,20,42636.0
Professional,230738,Individual,Yes,194J,10,23073.8
Rent,278594,Company,No,194I,20,55718.8
Contractor,148867,Company,No,194C,20,29773.4
Interest,440017,Company,Yes,194A,10,44001.7
Interest,188247,Individual,No,194A,20,37649.4
Interest,478241,Company,No,194A,20,95648.2
Rent,316334,Individual,No,194I,20,63266.8
Rent,498867,Individual,Yes,194I,10,49886.7
Interest,375204,Company,Yes,194A,10,37520.4
Interest,274373,Individual,Yes,194A,10,27437.3
Rent,192173,Individual,Yes,194I,10,19217.3
Rent,490857,Company,Yes,194I,10,49085.7
Professional,109034,Company,No,194J,20,21806.8
Rent,403916,Individual,Yes,194I,10,40391.6
Salary,78972,Employee,No,192,20,15794.4
Professional,62313,Company,Yes,194J,10,6231.3
Professional,283841,Company,No,194J,20,56768.2
Contractor,65860,Company,No,194C,20,13172.0
Interest,112811,Individual,No,194A,20,22562.2
Salary,473598,Employee,No,192,20,94719.6
Salary,168238,Employee,No,192,20,33647.6
Salary,354657,Employee,No,192,20,70931.4
Contractor,457632,Individual,No,194C,20,91526.4
Salary,254107,Employee,No,192,20,50821.4
Salary,96991,Employee,Yes,192,5,4849.55
Salary,359386,Employee,No,192,20,71877.2
Rent,407268,Individual,Yes,194I,10,40726.8
Professional,159963,Individual,No,194J,20,31992.6
Contractor,86134,Individual,Yes,194C,1,861.34
Professional,60701,Individual,No,194J,20,12140.2
Professional,151130,Individual,No,194J,20,30226.0
Rent,167957,Company,Yes,194I,10,16795.7
Salary,56159,Employee,No,192,20,11231.8
Salary,428994,Employee,No,192,20,85798.8
Contractor,385397,Company,Yes,194C,1,3853.97
Salary,228932,Employee,No,192,20,45786.4
Contractor,471200,Individual,No,194C,20,94240.0
Interest,198164,Individual,No,194A,20,39632.8
Rent,219201,Company,Yes,194I,10,21920.1
Rent,347166,Company,No,194I,20,69433.2
Salary,102529,Employee,No,192,20,20505.8
Interest,229914,Company,No,194A,20,45982.8
Rent,261277,Individual,No,194I,20,52255.4
Rent,133124,Individual,No,194I,20,26624.8
Contractor,343544,Company,No,194C,20,68708.8
Interest,437680,Company,No,194A,20,87536.0
Contractor,279452,Individual,Yes,194C,1,2794.52
Rent,421176,Company,Yes,194I,10,42117.6
Salary,377275,Employee,Yes,192,5,18863.75
Rent,80149,Individual,Yes,194I,10,8014.9
Rent,289433,Individual,No,194I,20,57886.6
Interest,184759,Individual,Yes,194A,10,18475.9
Rent,475434,Individual,No,194I,20,95086.8
Rent,336376,Company,No,194I,20,67275.2
Rent,52330,Company,No,194I,20,10466.0
Contractor,345156,Individual,Yes,194C,1,3451.56
Interest,271876,Individual,Yes,194A,10,27187.6
Interest,371627,Company,No,194A,20,74325.4
Contractor,473915,Individual,Yes,194C,1,4739.15
Rent,305379,Company,No,194I,20,61075.8
Rent,99443,Individual,Yes,194I,10,9944.3
Rent,169955,Individual,No,194I,20,33991.0
Salary,171266,Employee,Yes,192,5,8563.3
Professional,29130,Company,No,194J,20,5826.0
Interest,397621,Company,No,194A,20,79524.2
Salary,132533,Employee,No,192,20,26506.6
Rent,296081,Company,Yes,194I,10,29608.1
Contractor,189755,Company,No,194C,20,37951.0
Rent,469109,Company,Yes,194I,10,46910.9
Professional,375106,Individual,No,194J,20,75021.2
Salary,308429,Employee,Yes,192,20,61685.8
Contractor,101766,Company,No,194C,20,20353.2
Rent,299822,Company,No,194I,20,59964.4
Salary,121006,Employee,Yes,192,30,36301.8
Professional,420992,Company,Yes,194J,10,42099.2
Salary,143470,Employee,Yes,192,10,14347.0
Rent,479160,Company,No,194I,20,95832.0
Professional,383561,Company,Yes,194J,10,38356.1
Rent,432145,Individual,Yes,194I,10,43214.5
Contractor,401324,Individual,No,194C,20,80264.8
Contractor,84424,Company,Yes,194C,1,844.24
Rent,235112,Individual,Yes,194I,10,23511.2
Interest,147218,Individual,Yes,194A,10,14721.8
Salary,36513,Employee,No,192,20,7302.6
Salary,24775,Employee,No,192,20,4955.0
Interest,367483,Individual,No,194A,20,73496.6
Contractor,311844,Company,No,194C,20,62368.8
Professional,333202,Company,Yes,194J,10,33320.2
Professional,183174,Company,No,194J,20,36634.8
Salary,429671,Employee,Yes,192,5,21483.55
Interest,104934,Company,No,194A,20,20986.8
Salary,64263,Employee,No,192,20,12852.6
Salary,283234,Employee,Yes,192,5,14161.7
Contractor,442151,Company,Yes,194C,2,8843.02
Professional,167316,Company,No,194J,20,33463.2
Professional,319888,Individual,Yes,194J,10,31988.8
Salary,244827,Employee,No,192,20,48965.4
Contractor,187790,Company,No,194C,20,37558.0
Contractor,450578,Company,No,194C,20,90115.6
